review_date,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_month
1995-09-29,US,53096409,R2OD2TECAR3RM,865474567,896636290.0,Riprap and Cold Mountain Poems,Books,5,19,20,False,False,Luminous early poetry and translations by Poet Snyder,Riprap lets us see the world with Snyders vision back in the days when Kerouac was writing about him in the Dharma Bums The clarity straightforward diction and simple lyricism that have continued to characterize his poetry are all here in these early poems from the fifties Astounding visual quality Life in the mountains in Japan on the high seas Cold Mountain Poems are translations of Han Shan Chinese Zen poet Han Shan stands with John of the Cross in his ability to illuminate the spiritual path through lyric imagery Snyders crystalline translations reveal Han Shan to us face to face today not some old exotic hermit but a vital presence,9
1995-10-24,US,53004137,RWKK7AZ9DTIW4,1563891654,17181867.0,"The Big Book of Urban Legends: 200 True Stories, Too Good to be True!",Books,5,18,20,False,False,A fantastic book on a fascinating subject,Did I ever tell you about what happened to my cousins college roommates best friend No Well  Who out there can honestly say hes never fallen for an urban legend told as true by some acquaintance The maniac in the back seat The Mexican pet The dopedup babysitter who microwaved the baby The spider in the hairdo Weve all been the victims of these stories at some point in our lives People pass them around at cocktail parties and office water coolers always claiming that they really happened to a friend of a friend but never able to offer a name of the unfortunate victim And Jan Harold Brunvand is the master collector and debunker of the stories Paradox Press wisely got Brunvand to write its megacomic quotThe Big Book of Urban Legendsquot Even for UL aficionadoes there are a few new ones here And the irreverent comic format is perfect for these justplausibleenough modern tall tales Its also a great way to introduce friends to ULs or to disprove the stories your friends try to pass off as true,10
1995-09-03,US,53096301,RDK02WCOBVNYM,689716206,976117390.0,Borgel,Books,5,1,1,False,False,Another zany adventure spun by the Master Daniel Pinkwater,No words can describe this book Except these When Melvins famed Uncle Borgel moves in theres not much he or his family can do about it But one night after receiving a secret message from Borgel Melvin is taken on a wild and zany outer space quest to find the mysticalmythical and AllPowerful Great Poposicle Not just for kids also for kids at heart,9
1995-10-24,US,53004137,R2SDITORS21ZYV,425121046,533918267.0,Demon Night,Books,4,6,6,False,False,An interesting variant on Stephen Kings quotSalems Lotquot,quotDemon Nightquot is an interesting read definitely recommended for fans of Straczynski author of quotOthersydequot and creator of the hit syndicated scifi TV series quotBabylon 5quot Although it is strongly reminiscent of Stephen Kings quotSalems Lotquot it is worth reading on its own merits too The storyline is compelling a fascinating variant on the quotvampires overtake a small townquot plot I prefer Straczynskis scriptwriting and short stories to his novels But the novels are also worthwhile especially for diehard fans,10
1995-10-22,US,53096008,R1XSBANXHY2LOB,1556113560,938603406.0,The Gun Ketch,Books,5,0,0,False,False,The adventures of LtLewrie RN in early 19th Century Navy,This is Dewey Lambdins 5th book in the Lewrie series A far more down to earth character of the Napoleonic War British Navy heros Alan Lewrie likes his women and is first a ladys man and a seaman second Still wondering how he ever became a British oficer his marriage to Caroline and transfer to Captain the Bomb Ketch ALACRITY for duty in the Bahamas starts a new adventure for this lusty and unlikely hero If you enjoy the Aubrey and Hornblower series these stories are more fun to read but will keep you turning the pages to find out how Alan escapes from one problem to another,10
1995-11-02,US,53095959,R3JY8I4S01ZR9J,919359078,707095326.0,"High Society (Cerebus, Volume 2)",Books,4,1,1,False,False,Most mature comic book series I ever read,If youve never read comics because you think they are too childish contain too much violence or too much cheap sex start with this Cerebus phonebookBR The book tells of Cerebus an aardvark in a human world who slowly rises to great power in the citystate of Iest It describes in great detail I might add the political manipulations religious dogmas and problems in his relationships with the human population that Cerebus has to deal with as he campaigns to become primeminister of IestBR This is the second volume in the Cerebusseries but my opinion is that it is the best place to start with the series and get hooked forever,11
1995-11-13,US,51905519,R1W3Q924D35H26,671744593,793793081.0,Remembrance,Books,4,0,0,False,False,This was one pageturner Im glad read Dont miss it,This was the first book by Jude Deveraux that I had ever read and boy was I pleasantly surprisedI was also deeply regretful that it took me this long to find out about her At least now when Im waiting for Judith McNaught to turn out a new book Ill have her friend Jude Deveraux to read,11
1995-08-03,US,53095838,R3NFKYWS8W07V3,380715570,840982049.0,Last Call,Books,5,8,11,False,False,Another weird and wonderful story,quotLast Callquot tells the story of a professional poker player who lost more than usual while playing a game with Tarot cards on Lake Powell What he lost and how he might get it back are the major questions he must answer before next game is held quotLast Callquot is another of Powers wonderful novels which blend interesting bits of history with wonderful fantasy If you enjoy quotLast Callquot be sure to read quotThe Stress of her Regardquot and any other Powers book you can find I havent read a bad one yet BTW If you like Tim Powers fiction you might want to try something by James P Blaylock In particular quotThe Digging Levithanquot quotHomunculusquot or quotThe Last Coinquot all of which are great stories,8
1995-11-07,US,53095937,R178X6Y87EZH9X,394756827,296214142.0,"Gödel, Escher, Bach: An Eternal Golden Braid",Books,5,0,0,False,False,True Art,dcmsinhksupernet is absolutely right As the Hackers Dictionary puts it this is the Must Read book for anyserious computer user  though I recommend it to anyone which can appriciate true art,11
1995-09-30,US,53096149,RAUQDCAXGV2OI,727843397,293040736.0,Poor Splendid Wings,Books,4,10,10,False,False,A charming tale of wartime England,While not quite as good as Patricia Veryans historicalnovels this tale of romance in wartime England is charmingMichael Owens is a suitably dashing hero and Victoria Craig Bell is a highly romantic heroine Veryan applies the usual romantic devices with panache including a parallel subplot between the heroines sister and the heros best friend The story had an authentic aura of war and was well researched,9
1995-10-27,US,53074911,R2T6PO9QCW7NFY,912180129,949612214.0,Petroglyphs of Hawaii,Books,1,4,5,False,False,Poor promotes destruction of rock art,Very simple intro to Hawaiian rock art Perhaps best suited for grade school level Inadvertently promotes destruction of rock art by quotrubbingsquot A better book would be Cox amp Stasacks quotPetroglyphs of Hawaiiquot available from the Bishop Museum Press,10
1995-08-08,US,53096545,R3EZU433M3PUQR,786000716,629957914.0,For the Love of You (Arabesque),Books,5,1,1,False,False,This is a perfect 10,My top recommendationa 10 This is a great book Funny and fastpaced Romantic fantasies should be based on this book Buy it,8
1995-09-09,US,53084640,R1WXQHJ53DLLEU,1560548908,253802911.0,Angel Maker,Books,5,1,2,False,False,Great concept,This book compares favorably to Cooks quotComaquot Its a great concept wonderfully developed by Pearson,9
1995-11-15,US,53095748,RG6LPC4W8LN29,399134204,31287929.0,The Joy Luck Club,Books,5,0,1,False,False,Gives a deeper understanding of chinese culture,The book in some way or another gives a deeper view into the chinese own set of behaviour Touching at times,11
1995-06-24,US,53096571,R34N4QWDXX58WB,870210092,443000000.0,"Arming and Fitting of English Ships of War, 1600-1815",Books,4,12,13,False,False,good enough to understand all of Pat Obrien,Nice diags lucid explanations of rigging guns hull etc A lot of the pics also appear in quotNelsons Navyquot so if you have that dont bother,6
1995-07-22,US,52420369,RHI8FVKV1OR9Y,553263285,200000000.0,"A Darkness at Sethanon (The Riftwar Saga, Vol. 4)",Books,5,0,0,False,False,Damningly Compelling,This is the culmination of a series of struggles and a series of intricate and fantastic relationships Ray understands the most important aspect of writing is not the cool tricks wacky magic or neat monstersalthough there is all thatbut rather it is the characterization and interaction between characters which develops the story BilFish,7
1995-11-02,US,53095881,R2XQTCOBWNCEAC,345350499,627223385.0,The Mists of Avalon,Books,5,0,0,False,False,One of the best books Ive ever read,Marion Zimmer Bradley brings King Arthurs court to life through the eyes of a woman in The Mists of Avalon It is by far one of the best novels Ive ever read and I recommend it to anyone who is interested in seeing a legend from a different point of view,11
1995-10-22,US,53096008,R2WVO8MZVW9RWP,044651862X,58848637.0,The Celestine Prophecy: An Adventure,Books,2,0,0,False,False,An overhyped book and one of the worst written,Having been given this book as a present by my son who claims he was inspired by the narative I was very let down For a book that is basically suppose to be for self enlightenment why did the author go to this hokey story line He would have been better off writing it as a straight book for enlightenment That is if he could write If you want to see what writing is all about read Umberto Ecos new magnificent novel quotThe Island Of The Day Beforequot A guess to sell a best seller today you need to write to the level of the masses A sad commentary on our times,10
1995-11-13,US,53095776,R3JNYVZLP1APW5,405038437,780827467.0,New Conscience and an Ancient Evil (Family in America),Books,3,0,17,False,False,addams j text hard,a new conscience and an ancient evi,11
1995-07-25,US,52948753,RXQYXE0H8U8BM,679745688,904783689.0,Ripley's Game,Books,5,14,14,False,False,The Best Ripley Book,Although every Ripley book is a great book except for maybe The Boy Who Followed Ripley Home this is the best The usual twisted morality plus a violent showdown with the mob A thrilling testament to modern individuality Try not to take his side,7
1995-06-24,US,53096571,RHL4UW17ZK72A,521314925,981000000.0,Invention and Evolution:Design in Nature and Engineering,Books,5,9,9,False,False,BUY THIS BOOK,This is a beautiful book French talks about energy form mechanism and economy in natural and manmade things He compares birds to planes in terms of fuelcapacity energy conversion efficiency drag etc He compares suspension bridges and dinosaurs He provides examples of neat inventions and the thought that has gone into them every thing from steamcatapults to toy cars to grommets This is quotHow Things Workquot for the nonmoron crowd,6
1995-07-24,US,53096358,R12Q0WB95GUCTI,394757688,849452523.0,The Long Goodbye,Books,5,0,0,False,False,This book is fabulous LA vintage crime at its best,This was the first Chandler book thatbr I read and I loved it I am now plowingbr through his other books and recommendbr  this one to anyone who likes quotvintage or pulp crimequot,7
1995-09-12,US,53006199,RW7FOWL0BCB6Z,875421229,9481435.0,Cunningham's Encyclopedia of Magical Herbs (Llewellyn's Sourcebook Series) (Cunningham's Encyclopedia Series),Books,5,3,3,False,False,An extremely needed book if you are into Herbalism,This is undeniably one of the greatest books on herbalism For important if you own the other book quotThe Complete Book of Incense Oils and Brewsquot they really compliment each other Not only is this book filled with useful information on herbs but it also contains illustrations herbal lore tables of correspondance for herbs and essential oils and uses of many herbs If you want to be a good herbalist you need this book,9
1995-10-10,US,53096404,R1W7JC3YSMAGW7,067973905X,25770343.0,"Doctor Faustus: The Life of the German Composer Adrian Leverkuhn, as Told by a Friend",Books,5,10,10,False,False,One of the greatest books ever written,A story about a fictious German composer who had signed a contract with the devil to grant him 24 years of musicmaking of extreme genius In return Well read for your self Thomas Mann excels himself in describing human nature the world aroung a human being and his verbal descriptions of both real and fictious classical music pieces makes one wonder whether a human mind wrote these masterpieces of description The book is not so great for the story as for HOW the story is told Of course the plot is very interesting but as usual in great works of art it is not the WHAT that is important but the HOW Easily comparably to quotCrime and Punishmentquot,10
1995-10-03,US,53096168,R1KN09VOZUM0EC,441490557,457145780.0,Lord Kalvan of Otherwhen,Books,5,5,7,False,False,Pipers Paratime SF series starts with this classic,Originally appearing as a short entitled quotGunpowder Godquot in the November 1964 Analog this story is one of the first quotguy in modern times suddenly appears in medieval lifequot storiesand it isnt hackneyed or horrible about it Our hero here is a Pennsylvania State Trooper the world has no magic powers and its at a real and breakneck pace Its good stuff and Im happy to see it exists in all its benevolent obscurity Pipers quotParatimequot series involved what would happen if one world got wind of the existence of all the other parallel universes and had cops policing them,10
1995-09-21,US,53096306,R26IQ9QPNMP1M6,440220602,233513923.0,The Chamber,Books,5,1,1,False,False,Excellent gripping reading,This story is more about the lawyer representing the deathrow inmate than it is the inmate I didnt think it would be a good candidate for a movie but perhaps they are about to prove me wrong movie is forthcoming An excellent read,9
1995-10-22,US,53096008,R351SC94GU71FE,393307069,659543252.0,Post Captain (Aubrey/Maturin),Books,5,0,1,False,False,Second in the AubreyMaturin series of Napoleonic War tales,If you want to get the flavor of OBrians tales of the sea adventures of Englands Capt Aubrey and his close friend Dr Steven Maturin this is the best book in the series to stsrt from Returning from a long campaign as a Commander Jack amp Steven spend a long spell in England OBrian introduces us to their future wives and his sights and sounds of English country life will transport you back to early 19th century England A rousing tale that ends with Jack becoming a Post Captain No one captures the language of the times like OBrian and you will want to read all of the 16 volumes that make up this series The AubreyMaturin stories are the best in this genre,10
1995-07-22,US,53078278,R3OBBCA1X51IMT,804819459,815000000.0,Tuttle Kanji Cards,Books,4,3,3,False,False,Innovative and uptodate learning tool for Japanese,I had until now been using Japanese flashcards that were full of words from another time Thats because they were made in another time and I found that we do not use many such words in Japan today,7
1995-08-15,US,53096375,R393CYFBTQSCNB,441813046,956476521.0,Titan (Gaea),Books,5,0,0,False,False,Now a classic the 1st largescale genetic engineering novel,And dont miss the sequels Wizard and Demon,8
1995-11-16,US,53095745,R83URIAFD3XJT,671870785,857524868.0,"Building Bridge: New, Quick, & Easy Way to Learn America's Favorite Card Game",Books,5,2,2,False,False,Terrific Easy to understand clear and witty too,Im just a beginner learning Bridge by all different means  computer programs books and so on but not with real people and not online yet This book is teaching me more than any other book Ive seen or read and Im really beginning to understand the game PLUS the reasons behind the bidding and play thanks to this book I really cant say enough good things about this book If youre learning Bridge I highly recommend it and while youre learning please drop me a line too PLEASE NOTE CORRECTION IN MY EMAIL ADDRESS PS Ive been teaching my 13 12 and 9yearolds out of this book too and its easy enough for them to understand,11
1995-11-18,US,53095729,RQX0NHIJ2Z569,452274591,508221835.0,Mid-life Confidential: The Rock Bottom Remainders Tour America with Three Chords and an Attitude,Books,5,1,4,False,False,by most of your favorite authors  great,Dave Barry Kingsolver Marsh and Stephen King and the rest If you like books this one is for you,11
1995-11-22,US,53073385,R3IJ91HHIWFF81,848808169,150825861.0,These Old Shades,Books,5,24,25,False,False,Heyers best charming witty full of humor,For a lighthearted read this is one of the most wittily written Regency romances ever published Full of believable and captivating characters These Old Shades will take you body and soul to a time and place long past if indeed it ever existed The Duc of Avon is the male lead he is an unrepentant reprobate whose basic good nature has not quite entirely withered away He adpots a street waif in Paris playing along with the charade that the child is a boy His motives are not of the best at first but as the story unfolds we are allowed to watch a subtle shift in the thrust of his plans The two main characters are supported by a rich cast of characters from the household servants to the pinnacle of Paris society The Ducs bubbleheaded sister is not as much of a lightweight as she would have you believe and his younger brother is just a simple nice fellow The biggest appeal of this book for this reviewer at any rate is the languageoftheday with which Ms Heyer brings these people and this era to brilliant clarity,11
1995-11-08,US,53094761,R3KORFVOX2G1QY,380713853,611117139.0,Brazzaville Beach,Books,5,0,1,False,False,An excellent novel for holiday reading,This is one of the more interesting and fun novels that I have read in the last few years It would probably appeal to many people with a scientific background It describes research studying chimps in the wild in Africa and ties it in with a very wellwritten human story about the researchers and their lives,11
1995-10-18,US,53087960,R14PFL0QEHSP3O,393309398,2286760.0,Out of Canaan: Poems,Books,5,1,2,False,False,Honest wellwritten modern poetry,This is the first book of poetry by Mary Stewart who also teaches a Poetry Workshop in NYC that is attracting the best writers of contemporary poetry in the East This collection is wellwritten structurally clean cogent and perhaps most of all from the heart It makes the reader wonder how one diminishes one life by not confronting ones pains and sorrows,10
1995-08-09,US,53096585,R26JQ0PMF2D7QV,465021212,354462139.0,The Evolution of Cooperation,Books,5,2,5,False,False,The book on reciprocal altruism the best news in years,This is one of the most important books in social evolutionary and moral theory It is also a powerful message of hope Axelrod shows that cooperation rather than backstabbing or predation can quotwinquot the evolutionary struggle This work has inspired a whole new field of research and it is also a great read,8
1995-09-04,US,52307988,R117GB0UNIVGV9,312113706,385285974.0,The Official Harvard Student Agencies Bartending Course,Books,5,33,33,False,False,Simple elegant practical,This books gives the basics of bartending covering many aspects from ustensils to effects of alcohol It is designed to let you be an efficient bartender as opposed to making up a drink with 3 random ingredients Hence no list of 10000 cocktails just the ones you MUST know plus a few fun ones Despite this nononsense approach the tone is humorous and makes this guide fun reading,9
1995-10-31,US,53096399,R29FM9JVXBEPEC,446391581,156881633.0,A Whack on the Side of the Head: How You can be More Creative,Books,4,2,2,False,False,fast read useful ideas,structured in an easy to remember fashion good ideas practical ideas,10
1995-10-20,US,51872866,R158EHHL2USQOS,844665290,358452686.0,The Man Who Mistook His Wife For A Hat,Books,5,1,2,False,False,EVERYTHING by Oliver Sacks is worth reading,Fascinating inquiry into the workings of the brain and mind Well written easy for the layman to understand,10
1995-08-13,US,53096384,R26AT6ZRQAO3NR,1563891336,45969474.0,Death: The High Cost of Living,Books,5,1,2,False,False,TORI,ok first things first tori amos writes the introdution if there are any tori fans that dont have this they need it second as with all of neils collected works dave mckean designs the whole thing third its the ultimate trendy neil gaiman book which is i suppose a good thing but its worth the money i personaly would search a little harder and find a specialty shop to find the hardcover but the softcover is worth owning also especialy for the sparkly writting,8
1995-08-29,US,50926006,R1DZ6KX3SWKFK2,830642315,760695197.0,Build Your Own Electric Vehicle,Books,5,45,47,False,False,A comprehensive guide to the components and systems of EVs,This 310 page book is more than its title implies It is an excellent source of information even if one is just interested in learning more about the subject of electric vehicles Mr Brants credentials include a degree in engineering and having worked on the Lunar Rover He begins his book by exploring the appropriateness of the electric vehicle from an environmental standpoint He then quickly reviews the history of the EV from the mid 1800s to the present He does a good job of surveying the current as of late 1993 crop of electic vehicle producers as well as the plans of the major auto makers for electrics Brant devots a chapter to the options available to the person who wants to own an electric vehicle today Buy a ready to run car from a manufacturer or converter have one built or converted for you or do the conversion yourself One option that he seems to largely discount is the option of buying a used EV Although such vehicles can be somewhat hard to find especially away from large cities on the coasts they can put a person into an EV for much less money and work than any other alternative As you might expect from the books title Brant favors the selfconversion option He compares the various types of motor vehicles as conversion options passenger cars vans and small pickup trucks His conclusion that a small pickup truck might be the easiest to convert while giving the best range seems a valid one as long as a small pickup meets your needs and suits your style Chapter 5 is an excellent reference listing suppliers EV clubs and various converters and manufacturers With Chapter 6 Brant begins the real meat of the book He presents formulae and charts that allow you predict the performance of the vehicle you choose for conversion and pick the size of motor and batteries that you will need The next chapters are devoted to each of the unique systems of an EVin some detail Electric motors controllers batteries and chargers To this reviewer these chapters are the most valuable and make this book useful to anyone with an interest in Electric Vehicles The current state of the art is reviewed for each of these systems in some detail and with an eye toward practical maintanence and selection and upcoming technology is also covered Surprisingly only one chapter of the book covers the actual conversion process Although there is probably enough detail here for the experienced home mechanic or mechanically inclined individual someone who has never pulled an engine out of a car or done other major repairs on his own will probably need more help especially if his conversion is not of a small pickup truck Allinall there is a lot of good information in this book and it is a vital addition to the library of any wouldbe electric vehicle converter owner or pipe dreamer,8
1995-07-25,US,52948753,R319BP0SZFUGCZ,679736301,353322797.0,Spider,Books,4,4,5,False,False,Creamy Rich Gothic Horror,I used to think Clive Barker was the best I was wrong Patrick McGrath is the best His richest novel it once again has the untrustworthy narrator Its like a trip through the imagination of an insane man you vever know whats real or imagined,7
